region	chr	midPos	Nsites
(1363787,1395284)(2400000,2448066)(2400000,2450000)	chr1	2425000	31499	0.102873
(1395285,1434324)(2451295,2499999)(2450000,2500000)	chr1	2475000	39041	0.076298
(1434325,1481082)(2500000,2549999)(2500000,2550000)	chr1	2525000	46759	0.104007
(1481083,1511544)(2550000,2599611)(2550000,2600000)	chr1	2575000	30463	0.093658
(1511545,1534828)(2600376,2649999)(2600000,2650000)	chr1	2625000	23285	0.100133
(1534829,1563173)(2650000,2691828)(2650000,2700000)	chr1	2675000	28346	0.063318
(1563174,1584037)(2701476,2749999)(2700000,2750000)	chr1	2725000	20865	0.072803
(1584038,1632893)(2750000,2799999)(2750000,2800000)	chr1	2775000	48857	0.145362
(1632894,1682326)(2800000,2849999)(2800000,2850000)	chr1	2825000	49434	0.182700
(1682327,1732244)(2850000,2899999)(2850000,2900000)	chr1	2875000	49919	0.126037
(1732245,1782125)(2900000,2949999)(2900000,2950000)	chr1	2925000	49882	0.153248
(1782126,1825366)(2950000,2999999)(2950000,3000000)	chr1	2975000	43242	0.122517
(1825367,1875026)(3000000,3049999)(3000000,3050000)	chr1	3025000	49661	0.065709
(1875027,1924769)(3050000,3099999)(3050000,3100000)	chr1	3075000	49744	0.079488
(1924770,1973366)(3100000,3149999)(3100000,3150000)	chr1	3125000	48598	0.180733
(1973367,2023129)(3150000,3199999)(3150000,3200000)	chr1	3175000	49764	0.090010
(2023130,2070575)(3200000,3247701)(3200000,3250000)	chr1	3225000	47447	0.167888
(2070576,2117605)(3250060,3299999)(3250000,3300000)	chr1	3275000	47031	0.168715
(2117606,2167207)(3300000,3349999)(3300000,3350000)	chr1	3325000	49603	0.072904
(2167208,2217109)(3350000,3399999)(3350000,3400000)	chr1	3375000	49903	0.081737
(2217110,2266837)(3400000,3449999)(3400000,3450000)	chr1	3425000	49729	0.155306
(2266838,2316392)(3450000,3499999)(3450000,3500000)	chr1	3475000	49556	0.127630
(2316393,2365883)(3500000,3549999)(3500000,3550000)	chr1	3525000	49492	0.112111
(2365884,2415196)(3550000,3599999)(3550000,3600000)	chr1	3575000	49314	0.143941
(2415197,2464889)(3600000,3649999)(3600000,3650000)	chr1	3625000	49694	0.251141
(2464890,2514723)(3650000,3699999)(3650000,3700000)	chr1	3675000	49835	0.103802
(2514724,2564587)(3700000,3749999)(3700000,3750000)	chr1	3725000	49865	0.092117
(2564588,2614372)(3750000,3799999)(3750000,3800000)	chr1	3775000	49786	0.126124
(2614373,2664310)(3800000,3849999)(3800000,3850000)	chr1	3825000	49939	0.147765
(2664311,2714128)(3850000,3899999)(3850000,3900000)	chr1	3875000	49819	0.081278
(2714129,2763982)(3900000,3949999)(3900000,3950000)	chr1	3925000	49855	0.068738
(2763983,2813216)(3950000,3999999)(3950000,4000000)	chr1	3975000	49235	0.091963
(2813217,2863151)(4000000,4049999)(4000000,4050000)	chr1	4025000	49936	0.109099
(2863152,2913101)(4050000,4099999)(4050000,4100000)	chr1	4075000	49951	0.153945
(2913102,2962043)(4100000,4149999)(4100000,4150000)	chr1	4125000	48943	0.134959
(2962044,3010956)(4150000,4199999)(4150000,4200000)	chr1	4175000	48914	0.129858
(3010957,3060700)(4200000,4249999)(4200000,4250000)	chr1	4225000	49745	0.073741
(3060701,3110510)(4250000,4299999)(4250000,4300000)	chr1	4275000	49811	0.123309
(3110511,3160354)(4300000,4349999)(4300000,4350000)	chr1	4325000	49845	0.093502
(3160355,3210182)(4350000,4399999)(4350000,4400000)	chr1	4375000	49829	0.174517
(3210183,3260019)(4400000,4449999)(4400000,4450000)	chr1	4425000	49838	0.125168
(3260020,3309852)(4450000,4499999)(4450000,4500000)	chr1	4475000	49834	0.112596
(3309853,3353338)(4500000,4549999)(4500000,4550000)	chr1	4525000	43487	0.080061
(3353339,3399089)(4550000,4599999)(4550000,4600000)	chr1	4575000	45752	0.045213
(3399090,3442269)(4600000,4649999)(4600000,4650000)	chr1	4625000	43181	0.063042
(3442270,3492060)(4650000,4699999)(4650000,4700000)	chr1	4675000	49792	0.179784
(3492061,3541744)(4700000,4749999)(4700000,4750000)	chr1	4725000	49685	0.187795
(3541745,3591646)(4750000,4799999)(4750000,4800000)	chr1	4775000	49903	0.095646
(3591647,3641067)(4800000,4849999)(4800000,4850000)	chr1	4825000	49422	0.243208
(3641068,3690879)(4850000,4899999)(4850000,4900000)	chr1	4875000	49813	0.093123
(3690880,3740563)(4900000,4949999)(4900000,4950000)	chr1	4925000	49685	0.128328
(3740564,3790345)(4950000,4999999)(4950000,5000000)	chr1	4975000	49783	0.049699
(3790346,3839734)(5000000,5049999)(5000000,5050000)	chr1	5025000	49390	0.095001
(3839735,3889562)(5050000,5099999)(5050000,5100000)	chr1	5075000	49829	0.099428
(3889563,3938049)(5100000,5149999)(5100000,5150000)	chr1	5125000	48488	0.162705
(3938050,3986997)(5150000,5199999)(5150000,5200000)	chr1	5175000	48949	0.150029
(3986998,4036725)(5200000,5249999)(5200000,5250000)	chr1	5225000	49729	0.171172
(4036726,4086236)(5250000,5299999)(5250000,5300000)	chr1	5275000	49512	0.177038
(4086237,4132118)(5300000,5349999)(5300000,5350000)	chr1	5325000	45883	0.095661
(4132119,4181210)(5350000,5399999)(5350000,5400000)	chr1	5375000	49093	0.089950
(4181211,4231093)(5400000,5449999)(5400000,5450000)	chr1	5425000	49884	0.082489
(4231094,4280959)(5450000,5499999)(5450000,5500000)	chr1	5475000	49867	0.131505
(4280960,4330949)(5500000,5549999)(5500000,5550000)	chr1	5525000	49991	0.061392
(4330950,4379529)(5550000,5599999)(5550000,5600000)	chr1	5575000	48581	0.102603
(4379530,4429402)(5600000,5649999)(5600000,5650000)	chr1	5625000	49874	0.231894
(4429403,4479273)(5650000,5699999)(5650000,5700000)	chr1	5675000	49872	0.209237
(4479274,4523547)(5700000,5749999)(5700000,5750000)	chr1	5725000	44275	0.137551
(4523548,4572711)(5750000,5799999)(5750000,5800000)	chr1	5775000	49165	0.143344
(4572712,4622617)(5800000,5849999)(5800000,5850000)	chr1	5825000	49907	0.154189
(4622618,4671908)(5850000,5899999)(5850000,5900000)	chr1	5875000	49292	0.142970
(4671909,4721796)(5900000,5949999)(5900000,5950000)	chr1	5925000	49889	0.171450
(4721797,4771736)(5950000,5999999)(5950000,6000000)	chr1	5975000	49941	0.072643
(4771737,4814730)(6000000,6049999)(6000000,6050000)	chr1	6025000	42995	0.095179
(4814731,4864163)(6050000,6099999)(6050000,6100000)	chr1	6075000	49434	0.096240
(4864164,4913973)(6100000,6149999)(6100000,6150000)	chr1	6125000	49811	0.069977
(4913974,4963791)(6150000,6199999)(6150000,6200000)	chr1	6175000	49819	0.069662
(4963792,5013660)(6200000,6249999)(6200000,6250000)	chr1	6225000	49870	0.130688
(5013661,5063535)(6250000,6299999)(6250000,6300000)	chr1	6275000	49876	0.079653
(5063536,5113191)(6300000,6349999)(6300000,6350000)	chr1	6325000	49657	0.137495
(5113192,5163077)(6350000,6399999)(6350000,6400000)	chr1	6375000	49887	0.094373
(5163078,5212444)(6400000,6449999)(6400000,6450000)	chr1	6425000	49368	0.127192
(5212445,5262369)(6450000,6499999)(6450000,6500000)	chr1	6475000	49926	0.119048
(5262370,5312330)(6500000,6549999)(6500000,6550000)	chr1	6525000	49962	0.058576
(5312331,5362144)(6550000,6599999)(6550000,6600000)	chr1	6575000	49815	0.150387
(5362145,5411912)(6600000,6649999)(6600000,6650000)	chr1	6625000	49769	0.156232
(5411913,5461704)(6650000,6699999)(6650000,6700000)	chr1	6675000	49793	0.069608
(5461705,5511639)(6700000,6749999)(6700000,6750000)	chr1	6725000	49936	0.090494
(5511640,5561416)(6750000,6799999)(6750000,6800000)	chr1	6775000	49778	0.120445
(5561417,5611166)(6800000,6849999)(6800000,6850000)	chr1	6825000	49751	0.150907
(5611167,5660683)(6850000,6899999)(6850000,6900000)	chr1	6875000	49518	0.299360
(5660684,5710343)(6900000,6949999)(6900000,6950000)	chr1	6925000	49661	0.102551
(5710344,5760295)(6950000,6999999)(6950000,7000000)	chr1	6975000	49953	0.209121
(5760296,5810129)(7000000,7049999)(7000000,7050000)	chr1	7025000	49835	0.152975
(5810130,5860034)(7050000,7099999)(7050000,7100000)	chr1	7075000	49906	0.117363
(5860035,5909782)(7100000,7149999)(7100000,7150000)	chr1	7125000	49749	0.223964
(5909783,5959621)(7150000,7199999)(7150000,7200000)	chr1	7175000	49840	0.170400
(5959622,6009371)(7200000,7249999)(7200000,7250000)	chr1	7225000	49751	0.144890
(6009372,6059156)(7250000,7299999)(7250000,7300000)	chr1	7275000	49786	0.049532
(6059157,6108716)(7300000,7349999)(7300000,7350000)	chr1	7325000	49561	0.210903
(6108717,6158519)(7350000,7399999)(7350000,7400000)	chr1	7375000	49804	0.118751
(6158520,6208010)(7400000,7449999)(7400000,7450000)	chr1	7425000	49492	0.124581
(6208011,6257780)(7450000,7499999)(7450000,7500000)	chr1	7475000	49771	0.131224
(6257781,6307055)(7500000,7549999)(7500000,7550000)	chr1	7525000	49276	0.098384
(6307056,6350385)(7550000,7599999)(7550000,7600000)	chr1	7575000	43331	0.176557
(6350386,6398288)(7600000,7649999)(7600000,7650000)	chr1	7625000	47904	0.070064
(6398289,6448029)(7650000,7699999)(7650000,7700000)	chr1	7675000	49742	0.075072
(6448030,6494544)(7700000,7749999)(7700000,7750000)	chr1	7725000	46516	0.101783
(6494545,6543898)(7750000,7799999)(7750000,7800000)	chr1	7775000	49355	0.088415
(6543899,6592239)(7800000,7849999)(7800000,7850000)	chr1	7825000	48342	0.069165
(6592240,6641999)(7850000,7899999)(7850000,7900000)	chr1	7875000	49761	0.085627
(6642000,6691694)(7900000,7949999)(7900000,7950000)	chr1	7925000	49696	0.100437
(6691695,6741418)(7950000,7999999)(7950000,8000000)	chr1	7975000	49725	0.113596
(6741419,6791046)(8000000,8049999)(8000000,8050000)	chr1	8025000	49629	0.197127
(6791047,6840632)(8050000,8099999)(8050000,8100000)	chr1	8075000	49587	0.193537
(6840633,6883790)(8100000,8149168)(8100000,8150000)	chr1	8125000	43159	0.177877
(6883791,6926713)(8151012,8199999)(8150000,8200000)	chr1	8175000	42924	0.281731
(6926714,6976392)(8200000,8249999)(8200000,8250000)	chr1	8225000	49680	0.141499
(6976393,7026158)(8250000,8299999)(8250000,8300000)	chr1	8275000	49767	0.178294
(7026159,7075835)(8300000,8349999)(8300000,8350000)	chr1	8325000	49678	0.218243
(7075836,7120235)(8350000,8394594)(8350000,8400000)	chr1	8375000	44401	0.204807
(7120236,7163061)(8400807,8449999)(8400000,8450000)	chr1	8425000	42827	0.120307
(7163062,7212828)(8450000,8499999)(8450000,8500000)	chr1	8475000	49768	0.098422
(7212829,7262553)(8500000,8549999)(8500000,8550000)	chr1	8525000	49726	0.287447
(7262554,7312413)(8550000,8599999)(8550000,8600000)	chr1	8575000	49861	0.258822
(7312414,7362159)(8600000,8649999)(8600000,8650000)	chr1	8625000	49747	0.246834
(7362160,7411797)(8650000,8699944)(8650000,8700000)	chr1	8675000	49639	0.278358
(7411798,7461575)(8700021,8749999)(8700000,8750000)	chr1	8725000	49779	0.124657
(7461576,7510446)(8750000,8799999)(8750000,8800000)	chr1	8775000	48872	0.085698
(7510447,7559660)(8800000,8849999)(8800000,8850000)	chr1	8825000	49215	0.181477
(7559661,7609518)(8850000,8899999)(8850000,8900000)	chr1	8875000	49859	0.135873
(7609519,7659166)(8900000,8949999)(8900000,8950000)	chr1	8925000	49649	0.139284
(7659167,7688181)(8950000,8987199)(8950000,9000000)	chr1	8975000	29016	0.143791
(7688182,7695152)(9000832,9049999)(9000000,9050000)	chr1	9025000	6972	0.071334
(7695153,7745037)(9050000,9099999)(9050000,9100000)	chr1	9075000	49886	0.280365
(7745038,7794961)(9100000,9149999)(9100000,9150000)	chr1	9125000	49925	0.086886
(7794962,7844834)(9150000,9199999)(9150000,9200000)	chr1	9175000	49874	0.042881
(7844835,7888328)(9200000,9249999)(9200000,9250000)	chr1	9225000	43495	0.013358
(7888329,7938126)(9250000,9299999)(9250000,9300000)	chr1	9275000	49799	0.183517
(7938127,7987707)(9300000,9349999)(9300000,9350000)	chr1	9325000	49582	0.271742
(7987708,8031090)(9350000,9399999)(9350000,9400000)	chr1	9375000	43384	0.247523
(8031091,8080928)(9400000,9449999)(9400000,9450000)	chr1	9425000	49839	0.097993
(8080929,8124317)(9450000,9499999)(9450000,9500000)	chr1	9475000	43390	0.100452
(8124318,8174152)(9500000,9549999)(9500000,9550000)	chr1	9525000	49836	0.122969
(8174153,8223563)(9550000,9599999)(9550000,9600000)	chr1	9575000	49412	0.124145
(8223564,8273449)(9600000,9649999)(9600000,9650000)	chr1	9625000	49887	0.160296
(8273450,8322998)(9650000,9699999)(9650000,9700000)	chr1	9675000	49550	0.179685
(8322999,8372943)(9700000,9749999)(9700000,9750000)	chr1	9725000	49946	0.152505
(8372944,8422761)(9750000,9799999)(9750000,9800000)	chr1	9775000	49819	0.143029
(8422762,8471997)(9800000,9849999)(9800000,9850000)	chr1	9825000	49237	0.117828
(8471998,8521633)(9850000,9899999)(9850000,9900000)	chr1	9875000	49637	0.097398
(8521634,8571364)(9900000,9949999)(9900000,9950000)	chr1	9925000	49732	0.100352
(8571365,8621249)(9950000,9999999)(9950000,10000000)	chr1	9975000	49886	0.092733
(8621250,8664846)(10000000,10049999)(10000000,10050000)	chr1	10025000	43598	0.080241
(8664847,8714758)(10050000,10099999)(10050000,10100000)	chr1	10075000	49913	0.064394
(8714759,8764708)(10100000,10149999)(10100000,10150000)	chr1	10125000	49951	0.074710
(8764709,8808458)(10150000,10199999)(10150000,10200000)	chr1	10175000	43751	0.220437
(8808459,8857730)(10200000,10249999)(10200000,10250000)	chr1	10225000	49273	0.079836
(8857731,8907623)(10250000,10299999)(10250000,10300000)	chr1	10275000	49894	0.103054
(8907624,8957515)(10300000,10349999)(10300000,10350000)	chr1	10325000	49893	0.108305
(8957516,9007307)(10350000,10399999)(10350000,10400000)	chr1	10375000	49793	0.114177
(9007308,9057196)(10400000,10449999)(10400000,10450000)	chr1	10425000	49890	0.101186
(9057197,9106949)(10450000,10499999)(10450000,10500000)	chr1	10475000	49754	0.120450
(9106950,9150273)(10500000,10549999)(10500000,10550000)	chr1	10525000	43325	0.117683
(9150274,9200211)(10550000,10599999)(10550000,10600000)	chr1	10575000	49939	0.098477
(9200212,9249979)(10600000,10649999)(10600000,10650000)	chr1	10625000	49769	0.122656
(9249980,9299740)(10650000,10699999)(10650000,10700000)	chr1	10675000	49762	0.102414
(9299741,9349363)(10700000,10749950)(10700000,10750000)	chr1	10725000	49624	0.073756
(9349364,9392546)(10750303,10799999)(10750000,10800000)	chr1	10775000	43184	0.107005
(9392547,9441924)(10800000,10849999)(10800000,10850000)	chr1	10825000	49379	0.107352
(9441925,9491344)(10850000,10899999)(10850000,10900000)	chr1	10875000	49421	0.137560
(9491345,9541173)(10900000,10949999)(10900000,10950000)	chr1	10925000	49830	0.095632
(9541174,9590627)(10950000,10999999)(10950000,11000000)	chr1	10975000	49455	0.147871
(9590628,9640533)(11000000,11049999)(11000000,11050000)	chr1	11025000	49907	0.170916
(9640534,9689600)(11050000,11099999)(11050000,11100000)	chr1	11075000	49068	0.202770
(9689601,9739470)(11100000,11149999)(11100000,11150000)	chr1	11125000	49871	0.249732
(9739471,9789296)(11150000,11199999)(11150000,11200000)	chr1	11175000	49827	0.150674
(9789297,9839221)(11200000,11249999)(11200000,11250000)	chr1	11225000	49926	0.184553
(9839222,9889117)(11250000,11299999)(11250000,11300000)	chr1	11275000	49897	0.219014
(9889118,9939046)(11300000,11349999)(11300000,11350000)	chr1	11325000	49930	0.106001
(9939047,9988948)(11350000,11399999)(11350000,11400000)	chr1	11375000	49903	0.134036
(9988949,10038675)(11400000,11449999)(11400000,11450000)	chr1	11425000	49728	0.105088
(10038676,10082864)(11450000,11499999)(11450000,11500000)	chr1	11475000	44190	0.130701
(10082865,10132815)(11500000,11549999)(11500000,11550000)	chr1	11525000	49952	0.125133
(10132816,10178989)(11550000,11599999)(11550000,11600000)	chr1	11575000	46175	0.069051
(10178990,10228824)(11600000,11649999)(11600000,11650000)	chr1	11625000	49836	0.107116
(10228825,10278558)(11650000,11699999)(11650000,11700000)	chr1	11675000	49735	0.182623
(10278559,10328210)(11700000,11749999)(11700000,11750000)	chr1	11725000	49653	0.186467
(10328211,10377857)(11750000,11799999)(11750000,11800000)	chr1	11775000	49648	0.146732
(10377858,10427588)(11800000,11849999)(11800000,11850000)	chr1	11825000	49732	0.116321
(10427589,10477277)(11850000,11899999)(11850000,11900000)	chr1	11875000	49690	0.073122
(10477278,10526806)(11900000,11949999)(11900000,11950000)	chr1	11925000	49530	0.180066
(10526807,10576722)(11950000,11999999)(11950000,12000000)	chr1	11975000	49917	0.198730
(10576723,10626082)(12000000,12049999)(12000000,12050000)	chr1	12025000	49361	0.250450
(10626083,10675984)(12050000,12099999)(12050000,12100000)	chr1	12075000	49903	0.356283
(10675985,10725172)(12100000,12149999)(12100000,12150000)	chr1	12125000	49189	0.229874
(10725173,10775090)(12150000,12199999)(12150000,12200000)	chr1	12175000	49919	0.073135
(10775091,10824912)(12200000,12249999)(12200000,12250000)	chr1	12225000	49823	0.134205
(10824913,10874793)(12250000,12299999)(12250000,12300000)	chr1	12275000	49882	0.130569
(10874794,10924702)(12300000,12349999)(12300000,12350000)	chr1	12325000	49910	0.136353
(10924703,10974519)(12350000,12399999)(12350000,12400000)	chr1	12375000	49818	0.074026
(10974520,11024359)(12400000,12449999)(12400000,12450000)	chr1	12425000	49841	0.130966
(11024360,11074295)(12450000,12499999)(12450000,12500000)	chr1	12475000	49937	0.231895
(11074296,11123944)(12500000,12549999)(12500000,12550000)	chr1	12525000	49650	0.166124
(11123945,11173855)(12550000,12599999)(12550000,12600000)	chr1	12575000	49912	0.059043
(11173856,11223734)(12600000,12649999)(12600000,12650000)	chr1	12625000	49880	0.077403
(11223735,11273559)(12650000,12699999)(12650000,12700000)	chr1	12675000	49826	0.094497
(11273560,11323393)(12700000,12749999)(12700000,12750000)	chr1	12725000	49835	0.112390
(11323394,11372640)(12750000,12799999)(12750000,12800000)	chr1	12775000	49248	0.216208
(11372641,11421414)(12800000,12849999)(12800000,12850000)	chr1	12825000	48775	0.084821
(11421415,11471131)(12850000,12899999)(12850000,12900000)	chr1	12875000	49718	0.164441
(11471132,11521031)(12900000,12949999)(12900000,12950000)	chr1	12925000	49901	0.111901
(11521032,11570845)(12950000,12999999)(12950000,13000000)	chr1	12975000	49815	0.117043
(11570846,11620766)(13000000,13049999)(13000000,13050000)	chr1	13025000	49922	0.154618
(11620767,11670739)(13050000,13099999)(13050000,13100000)	chr1	13075000	49974	0.140166
(11670740,11720710)(13100000,13149999)(13100000,13150000)	chr1	13125000	49972	0.175556
(11720711,11770517)(13150000,13199999)(13150000,13200000)	chr1	13175000	49808	0.210713
(11770518,11820138)(13200000,13249999)(13200000,13250000)	chr1	13225000	49622	0.119684
(11820139,11869811)(13250000,13299999)(13250000,13300000)	chr1	13275000	49674	0.099710
(11869812,11919707)(13300000,13349999)(13300000,13350000)	chr1	13325000	49897	0.117996
(11919708,11969675)(13350000,13399999)(13350000,13400000)	chr1	13375000	49969	0.130818
(11969676,12019426)(13400000,13449999)(13400000,13450000)	chr1	13425000	49752	0.136066
(12019427,12063641)(13450000,13499999)(13450000,13500000)	chr1	13475000	44216	0.135847
(12063642,12113569)(13500000,13549999)(13500000,13550000)	chr1	13525000	49929	0.052511
(12113570,12163500)(13550000,13599999)(13550000,13600000)	chr1	13575000	49932	0.061136
(12163501,12213482)(13600000,13649999)(13600000,13650000)	chr1	13625000	49983	0.135568
(12213483,12263436)(13650000,13699999)(13650000,13700000)	chr1	13675000	49955	0.093318
(12263437,12313315)(13700000,13749999)(13700000,13750000)	chr1	13725000	49880	0.123617
(12313316,12363280)(13750000,13799999)(13750000,13800000)	chr1	13775000	49966	0.093490
(12363281,12413148)(13800000,13849999)(13800000,13850000)	chr1	13825000	49869	0.110414
(12413149,12463069)(13850000,13899999)(13850000,13900000)	chr1	13875000	49922	0.138215
(12463070,12512997)(13900000,13949999)(13900000,13950000)	chr1	13925000	49929	0.096086
(12512998,12562922)(13950000,13999999)(13950000,14000000)	chr1	13975000	49926	0.159459
(12562923,12612824)(14000000,14049999)(14000000,14050000)	chr1	14025000	49903	0.185700
(12612825,12662292)(14050000,14099999)(14050000,14100000)	chr1	14075000	49469	0.151771
(12662293,12712140)(14100000,14149999)(14100000,14150000)	chr1	14125000	49849	0.105830
(12712141,12761220)(14150000,14199999)(14150000,14200000)	chr1	14175000	49081	0.094025
(12761221,12811041)(14200000,14249999)(14200000,14250000)	chr1	14225000	49822	0.136957
(12811042,12854352)(14250000,14299999)(14250000,14300000)	chr1	14275000	43312	0.143548
(12854353,12904298)(14300000,14349999)(14300000,14350000)	chr1	14325000	49947	0.038295
(12904299,12954203)(14350000,14399999)(14350000,14400000)	chr1	14375000	49906	0.049932
(12954204,13004086)(14400000,14449999)(14400000,14450000)	chr1	14425000	49884	0.065553
(13004087,13053958)(14450000,14499999)(14450000,14500000)	chr1	14475000	49873	0.122885
(13053959,13103613)(14500000,14549999)(14500000,14550000)	chr1	14525000	49656	0.097840
(13103614,13153514)(14550000,14599999)(14550000,14600000)	chr1	14575000	49902	0.124366
(13153515,13203192)(14600000,14649999)(14600000,14650000)	chr1	14625000	49679	0.138116
(13203193,13253069)(14650000,14699999)(14650000,14700000)	chr1	14675000	49878	0.049132
(13253070,13302950)(14700000,14749999)(14700000,14750000)	chr1	14725000	49882	0.058728
(13302951,13352555)(14750000,14799999)(14750000,14800000)	chr1	14775000	49606	0.165159
(13352556,13402215)(14800000,14849999)(14800000,14850000)	chr1	14825000	49661	0.258680
(13402216,13452105)(14850000,14899999)(14850000,14900000)	chr1	14875000	49891	0.192630
(13452106,13501900)(14900000,14949999)(14900000,14950000)	chr1	14925000	49796	0.263211
(13501901,13551871)(14950000,14999999)(14950000,15000000)	chr1	14975000	49972	0.297988
(13551872,13601746)(15000000,15049999)(15000000,15050000)	chr1	15025000	49876	0.292656
(13601747,13651696)(15050000,15099999)(15050000,15100000)	chr1	15075000	49951	0.299356
(13651697,13701615)(15100000,15149999)(15100000,15150000)	chr1	15125000	49920	0.108676
(13701616,13751554)(15150000,15199999)(15150000,15200000)	chr1	15175000	49940	0.154331
(13751555,13801264)(15200000,15249999)(15200000,15250000)	chr1	15225000	49711	0.136284
(13801265,13851226)(15250000,15299999)(15250000,15300000)	chr1	15275000	49963	0.124225
(13851227,13901067)(15300000,15349999)(15300000,15350000)	chr1	15325000	49842	0.043779
(13901068,13950989)(15350000,15399999)(15350000,15400000)	chr1	15375000	49923	0.007184
(13950990,14000829)(15400000,15449999)(15400000,15450000)	chr1	15425000	49841	0.028428
(14000830,14050757)(15450000,15499999)(15450000,15500000)	chr1	15475000	49929	0.028251
(14050758,14100678)(15500000,15549999)(15500000,15550000)	chr1	15525000	49922	0.076764
(14100679,14150637)(15550000,15599999)(15550000,15600000)	chr1	15575000	49960	0.163394
(14150638,14200126)(15600000,15649999)(15600000,15650000)	chr1	15625000	49490	0.168880
(14200127,14249892)(15650000,15699999)(15650000,15700000)	chr1	15675000	49767	0.185600
(14249893,14299769)(15700000,15749999)(15700000,15750000)	chr1	15725000	49878	0.149337
(14299770,14349678)(15750000,15799999)(15750000,15800000)	chr1	15775000	49910	0.076129
(14349679,14392820)(15800000,15849999)(15800000,15850000)	chr1	15825000	43143	0.061040
(14392821,14442596)(15850000,15899999)(15850000,15900000)	chr1	15875000	49777	0.062054
(14442597,14492552)(15900000,15949999)(15900000,15950000)	chr1	15925000	49957	0.090673
(14492553,14542522)(15950000,15999999)(15950000,16000000)	chr1	15975000	49971	0.098027
(14542523,14592374)(16000000,16049999)(16000000,16050000)	chr1	16025000	49853	0.049911
(14592375,14642296)(16050000,16099999)(16050000,16100000)	chr1	16075000	49923	0.052346
