region	chr	midPos	Nsites
(940697,983533)(2150000,2199999)(2150000,2200000)	chr1	2175000	42838	0.081074
(983534,1014474)(2200000,2249999)(2200000,2250000)	chr1	2225000	30942	0.049674
(1014475,1059661)(2250000,2299647)(2250000,2300000)	chr1	2275000	45188	0.103981
(1059662,1107523)(2300462,2349999)(2300000,2350000)	chr1	2325000	47863	0.123360
(1107524,1156367)(2350000,2399999)(2350000,2400000)	chr1	2375000	48845	0.137714
(1156368,1187173)(2400000,2448058)(2400000,2450000)	chr1	2425000	30807	0.069816
(1187174,1224030)(2452390,2499997)(2450000,2500000)	chr1	2475000	36858	0.056965
(1224031,1269631)(2500008,2549999)(2500000,2550000)	chr1	2525000	45602	0.121902
(1269632,1301363)(2550000,2599355)(2550000,2600000)	chr1	2575000	31733	0.020428
(1301364,1322582)(2600376,2649999)(2600000,2650000)	chr1	2625000	21220	0.042062
(1322583,1350418)(2650000,2697691)(2650000,2700000)	chr1	2675000	27837	0.002165
(1350419,1369770)(2701476,2749999)(2700000,2750000)	chr1	2725000	19353	0.009999
(1369771,1417752)(2750000,2799999)(2750000,2800000)	chr1	2775000	47983	0.136401
(1417753,1466800)(2800000,2849999)(2800000,2850000)	chr1	2825000	49049	0.164748
(1466801,1516462)(2850000,2899999)(2850000,2900000)	chr1	2875000	49663	0.078071
(1516463,1566141)(2900000,2949999)(2900000,2950000)	chr1	2925000	49680	0.054362
(1566142,1608674)(2950000,2999999)(2950000,3000000)	chr1	2975000	42534	0.093931
(1608675,1657856)(3000000,3049999)(3000000,3050000)	chr1	3025000	49183	0.066087
(1657857,1707540)(3050000,3099999)(3050000,3100000)	chr1	3075000	49685	0.049302
(1707541,1755864)(3100000,3149999)(3100000,3150000)	chr1	3125000	48325	0.155059
(1755865,1805062)(3150000,3199999)(3150000,3200000)	chr1	3175000	49199	0.109270
(1805063,1852283)(3200000,3247661)(3200000,3250000)	chr1	3225000	47222	0.142930
(1852284,1899002)(3250051,3299999)(3250000,3300000)	chr1	3275000	46720	0.087290
(1899003,1948382)(3300000,3349999)(3300000,3350000)	chr1	3325000	49381	0.051768
(1948383,1998206)(3350000,3399999)(3350000,3400000)	chr1	3375000	49825	0.076462
(1998207,2047915)(3400000,3449999)(3400000,3450000)	chr1	3425000	49710	0.160100
(2047916,2096961)(3450000,3499999)(3450000,3500000)	chr1	3475000	49047	0.102532
(2096962,2145823)(3500000,3549999)(3500000,3550000)	chr1	3525000	48863	0.082318
(2145824,2195328)(3550000,3599999)(3550000,3600000)	chr1	3575000	49506	0.142946
(2195329,2244911)(3600000,3649999)(3600000,3650000)	chr1	3625000	49584	0.139967
(2244912,2294490)(3650000,3699999)(3650000,3700000)	chr1	3675000	49580	0.108166
(2294491,2344251)(3700000,3749999)(3700000,3750000)	chr1	3725000	49762	0.082106
(2344252,2393977)(3750000,3799999)(3750000,3800000)	chr1	3775000	49727	0.079702
(2393978,2443838)(3800000,3849999)(3800000,3850000)	chr1	3825000	49862	0.104997
(2443839,2493481)(3850000,3899999)(3850000,3900000)	chr1	3875000	49644	0.198761
(2493482,2543126)(3900000,3949999)(3900000,3950000)	chr1	3925000	49646	0.079458
(2543127,2591602)(3950000,3999999)(3950000,4000000)	chr1	3975000	48477	0.097596
(2591603,2641404)(4000000,4049999)(4000000,4050000)	chr1	4025000	49803	0.099971
(2641405,2691298)(4050000,4099999)(4050000,4100000)	chr1	4075000	49895	0.109652
(2691299,2739542)(4100000,4149999)(4100000,4150000)	chr1	4125000	48245	0.254850
(2739543,2788265)(4150000,4199999)(4150000,4200000)	chr1	4175000	48724	0.215062
(2788266,2837512)(4200000,4249999)(4200000,4250000)	chr1	4225000	49248	0.079374
(2837513,2886597)(4250000,4299999)(4250000,4300000)	chr1	4275000	49086	0.082150
(2886598,2936287)(4300000,4349999)(4300000,4350000)	chr1	4325000	49691	0.102811
(2936288,2985745)(4350000,4399999)(4350000,4400000)	chr1	4375000	49459	0.187600
(2985746,3035313)(4400000,4449999)(4400000,4450000)	chr1	4425000	49569	0.097048
(3035314,3085101)(4450000,4499999)(4450000,4500000)	chr1	4475000	49789	0.145410
(3085102,3128495)(4500000,4549999)(4500000,4550000)	chr1	4525000	43395	0.069157
(3128496,3173912)(4550000,4599999)(4550000,4600000)	chr1	4575000	45418	0.074876
(3173913,3216776)(4600000,4649999)(4600000,4650000)	chr1	4625000	42865	0.072610
(3216777,3266059)(4650000,4699999)(4650000,4700000)	chr1	4675000	49284	0.198438
(3266060,3315455)(4700000,4749999)(4700000,4750000)	chr1	4725000	49397	0.176752
(3315456,3365213)(4750000,4799999)(4750000,4800000)	chr1	4775000	49759	0.146404
(3365214,3414401)(4800000,4849999)(4800000,4850000)	chr1	4825000	49189	0.190109
(3414402,3464014)(4850000,4899999)(4850000,4900000)	chr1	4875000	49614	0.136662
(3464015,3513632)(4900000,4949999)(4900000,4950000)	chr1	4925000	49619	0.208072
(3513633,3563329)(4950000,4999999)(4950000,5000000)	chr1	4975000	49698	0.060526
(3563330,3612605)(5000000,5049999)(5000000,5050000)	chr1	5025000	49277	0.041763
(3612606,3662246)(5050000,5099999)(5050000,5100000)	chr1	5075000	49642	0.140664
(3662247,3710555)(5100000,5149999)(5100000,5150000)	chr1	5125000	48310	0.250001
(3710556,3759427)(5150000,5199999)(5150000,5200000)	chr1	5175000	48873	0.174733
(3759428,3809071)(5200000,5249999)(5200000,5250000)	chr1	5225000	49645	0.168136
(3809072,3858453)(5250000,5299999)(5250000,5300000)	chr1	5275000	49383	0.308533
(3858454,3904256)(5300000,5349999)(5300000,5350000)	chr1	5325000	45804	0.110448
(3904257,3952944)(5350000,5399999)(5350000,5400000)	chr1	5375000	48689	0.151552
(3952945,4002423)(5400000,5449999)(5400000,5450000)	chr1	5425000	49480	0.050768
(4002424,4052190)(5450000,5499999)(5450000,5500000)	chr1	5475000	49768	0.097404
(4052191,4102160)(5500000,5549999)(5500000,5550000)	chr1	5525000	49971	-0.002288
(4102161,4150309)(5550000,5599999)(5550000,5600000)	chr1	5575000	48150	0.040897
(4150310,4200147)(5600000,5649999)(5600000,5650000)	chr1	5625000	49839	0.165498
(4200148,4249870)(5650000,5699999)(5650000,5700000)	chr1	5675000	49724	0.149635
(4249871,4294103)(5700000,5749999)(5700000,5750000)	chr1	5725000	44234	0.037519
(4294104,4343203)(5750000,5799999)(5750000,5800000)	chr1	5775000	49101	0.150999
(4343204,4392649)(5800000,5849999)(5800000,5850000)	chr1	5825000	49447	0.146948
(4392650,4441646)(5850000,5899999)(5850000,5900000)	chr1	5875000	48998	0.081496
(4441647,4491459)(5900000,5949999)(5900000,5950000)	chr1	5925000	49814	0.143445
(4491460,4541362)(5950000,5999999)(5950000,6000000)	chr1	5975000	49904	0.079189
(4541363,4583340)(6000000,6049999)(6000000,6050000)	chr1	6025000	41979	0.093590
(4583341,4632590)(6050000,6099999)(6050000,6100000)	chr1	6075000	49251	0.074369
(4632591,4682392)(6100000,6149999)(6100000,6150000)	chr1	6125000	49803	0.111974
(4682393,4732097)(6150000,6199999)(6150000,6200000)	chr1	6175000	49706	0.082615
(4732098,4781894)(6200000,6249999)(6200000,6250000)	chr1	6225000	49798	0.045860
(4781895,4831684)(6250000,6299999)(6250000,6300000)	chr1	6275000	49791	0.083001
(4831685,4881169)(6300000,6349999)(6300000,6350000)	chr1	6325000	49486	0.043540
(4881170,4930924)(6350000,6399999)(6350000,6400000)	chr1	6375000	49756	0.067984
(4930925,4980254)(6400000,6449999)(6400000,6450000)	chr1	6425000	49331	0.075448
(4980255,5030142)(6450000,6499999)(6450000,6500000)	chr1	6475000	49889	0.111539
(5030143,5080043)(6500000,6549999)(6500000,6550000)	chr1	6525000	49902	0.018344
(5080044,5129624)(6550000,6599999)(6550000,6600000)	chr1	6575000	49582	0.095792
(5129625,5177511)(6600000,6649999)(6600000,6650000)	chr1	6625000	47888	0.112424
(5177512,5227293)(6650000,6699999)(6650000,6700000)	chr1	6675000	49783	0.111212
(5227294,5277200)(6700000,6749999)(6700000,6750000)	chr1	6725000	49908	0.039309
(5277201,5326773)(6750000,6799999)(6750000,6800000)	chr1	6775000	49574	0.080680
(5326774,5376370)(6800000,6849999)(6800000,6850000)	chr1	6825000	49598	0.001292
(5376371,5426012)(6850000,6899999)(6850000,6900000)	chr1	6875000	49643	0.161677
(5426013,5475423)(6900000,6949999)(6900000,6950000)	chr1	6925000	49412	0.049930
(5475424,5525382)(6950000,6999999)(6950000,7000000)	chr1	6975000	49960	0.111532
(5525383,5574887)(7000000,7049999)(7000000,7050000)	chr1	7025000	49506	0.147381
(5574888,5624778)(7050000,7099999)(7050000,7100000)	chr1	7075000	49892	0.047365
(5624779,5674350)(7100000,7149999)(7100000,7150000)	chr1	7125000	49573	0.152886
(5674351,5724002)(7150000,7199999)(7150000,7200000)	chr1	7175000	49653	0.136771
(5724003,5773636)(7200000,7249999)(7200000,7250000)	chr1	7225000	49635	0.075833
(5773637,5823253)(7250000,7299999)(7250000,7300000)	chr1	7275000	49618	0.093586
(5823254,5872759)(7300000,7349999)(7300000,7350000)	chr1	7325000	49507	0.231354
(5872760,5922404)(7350000,7399999)(7350000,7400000)	chr1	7375000	49646	0.199693
(5922405,5971553)(7400000,7449999)(7400000,7450000)	chr1	7425000	49150	0.166739
(5971554,6021142)(7450000,7499999)(7450000,7500000)	chr1	7475000	49590	0.320889
(6021143,6070084)(7500000,7549999)(7500000,7550000)	chr1	7525000	48943	0.083069
(6070085,6113220)(7550000,7599999)(7550000,7600000)	chr1	7575000	43137	0.118396
(6113221,6160809)(7600000,7649999)(7600000,7650000)	chr1	7625000	47590	0.079238
(6160810,6210336)(7650000,7699999)(7650000,7700000)	chr1	7675000	49528	0.066744
(6210337,6256496)(7700000,7749999)(7700000,7750000)	chr1	7725000	46161	0.078276
(6256497,6305616)(7750000,7799999)(7750000,7800000)	chr1	7775000	49121	0.067355
(6305617,6353969)(7800000,7849999)(7800000,7850000)	chr1	7825000	48354	0.137034
(6353970,6403603)(7850000,7899999)(7850000,7900000)	chr1	7875000	49635	0.031983
(6403604,6453040)(7900000,7949999)(7900000,7950000)	chr1	7925000	49438	0.047046
(6453041,6502480)(7950000,7999999)(7950000,8000000)	chr1	7975000	49441	0.023472
(6502481,6551872)(8000000,8049999)(8000000,8050000)	chr1	8025000	49393	0.031342
(6551873,6600928)(8050000,8099999)(8050000,8100000)	chr1	8075000	49057	0.109497
(6600929,6641338)(8100000,8140772)(8100000,8150000)	chr1	8125000	40411	0.026173
(6641339,6683781)(8156778,8199999)(8150000,8200000)	chr1	8175000	42444	0.086233
(6683782,6733155)(8200000,8249999)(8200000,8250000)	chr1	8225000	49375	0.104015
(6733156,6782736)(8250000,8299999)(8250000,8300000)	chr1	8275000	49582	0.096975
(6782737,6832302)(8300000,8349999)(8300000,8350000)	chr1	8325000	49567	0.115741
(6832303,6876645)(8350000,8394692)(8350000,8400000)	chr1	8375000	44344	0.096216
(6876646,6919469)(8400777,8449999)(8400000,8450000)	chr1	8425000	42825	0.044866
(6919470,6968816)(8450000,8499999)(8450000,8500000)	chr1	8475000	49348	0.001316
(6968817,7018390)(8500000,8549999)(8500000,8550000)	chr1	8525000	49575	0.125569
(7018391,7068220)(8550000,8599999)(8550000,8600000)	chr1	8575000	49831	0.050616
(7068221,7117882)(8600000,8649999)(8600000,8650000)	chr1	8625000	49663	0.043486
(7117883,7167210)(8650000,8699912)(8650000,8700000)	chr1	8675000	49329	0.090489
(7167211,7216618)(8700080,8749999)(8700000,8750000)	chr1	8725000	49409	0.142895
(7216619,7265195)(8750000,8799999)(8750000,8800000)	chr1	8775000	48578	0.051853
(7265196,7314318)(8800000,8849999)(8800000,8850000)	chr1	8825000	49124	0.116319
(7314319,7364040)(8850000,8899999)(8850000,8900000)	chr1	8875000	49723	0.063045
(7364041,7413558)(8900000,8949999)(8900000,8950000)	chr1	8925000	49519	0.051626
(7413559,7441521)(8950000,8984814)(8950000,9000000)	chr1	8975000	27964	0.040034
(7441522,7448054)(9000618,9049999)(9000000,9050000)	chr1	9025000	6534	0.010086
(7448055,7497445)(9050000,9099999)(9050000,9100000)	chr1	9075000	49392	0.216891
(7497446,7547008)(9100000,9149999)(9100000,9150000)	chr1	9125000	49564	0.157661
(7547009,7596760)(9150000,9199999)(9150000,9200000)	chr1	9175000	49753	0.038998
(7596761,7639519)(9200000,9249999)(9200000,9250000)	chr1	9225000	42760	0.015515
(7639520,7689304)(9250000,9299999)(9250000,9300000)	chr1	9275000	49786	0.138890
(7689305,7738787)(9300000,9349999)(9300000,9350000)	chr1	9325000	49484	0.122313
(7738788,7781947)(9350000,9399999)(9350000,9400000)	chr1	9375000	43161	0.189668
(7781948,7831725)(9400000,9449999)(9400000,9450000)	chr1	9425000	49779	0.034443
(7831726,7874778)(9450000,9499999)(9450000,9500000)	chr1	9475000	43054	0.019474
(7874779,7924473)(9500000,9549999)(9500000,9550000)	chr1	9525000	49696	0.109081
(7924474,7973620)(9550000,9599999)(9550000,9600000)	chr1	9575000	49148	0.046445
(7973621,8022640)(9600000,9649999)(9600000,9650000)	chr1	9625000	49021	0.086892
(8022641,8072027)(9650000,9699999)(9650000,9700000)	chr1	9675000	49388	0.031078
(8072028,8121895)(9700000,9749999)(9700000,9750000)	chr1	9725000	49869	0.047716
(8121896,8171053)(9750000,9799999)(9750000,9800000)	chr1	9775000	49159	0.117009
(8171054,8219848)(9800000,9849999)(9800000,9850000)	chr1	9825000	48796	0.135826
(8219849,8269055)(9850000,9899999)(9850000,9900000)	chr1	9875000	49208	0.063694
(8269056,8318579)(9900000,9949999)(9900000,9950000)	chr1	9925000	49525	0.059490
(8318580,8368373)(9950000,9999999)(9950000,10000000)	chr1	9975000	49795	0.060152
(8368374,8411779)(10000000,10049999)(10000000,10050000)	chr1	10025000	43407	0.083660
(8411780,8461461)(10050000,10099970)(10050000,10100000)	chr1	10075000	49683	0.077908
(8461462,8511044)(10100303,10149999)(10100000,10150000)	chr1	10125000	49584	0.041200
(8511045,8554438)(10150000,10199999)(10150000,10200000)	chr1	10175000	43395	0.117117
(8554439,8603250)(10200000,10249999)(10200000,10250000)	chr1	10225000	48813	0.141444
(8603251,8652972)(10250000,10299999)(10250000,10300000)	chr1	10275000	49723	0.045146
(8652973,8702796)(10300000,10349999)(10300000,10350000)	chr1	10325000	49825	0.157654
(8702797,8752490)(10350000,10399999)(10350000,10400000)	chr1	10375000	49695	0.108459
(8752491,8802242)(10400000,10449999)(10400000,10450000)	chr1	10425000	49753	0.084260
(8802243,8851905)(10450000,10499999)(10450000,10500000)	chr1	10475000	49664	0.121983
(8851906,8894959)(10500000,10549999)(10500000,10550000)	chr1	10525000	43055	0.095726
(8894960,8944788)(10550000,10599999)(10550000,10600000)	chr1	10575000	49830	0.075037
(8944789,8994427)(10600000,10649999)(10600000,10650000)	chr1	10625000	49640	0.140343
(8994428,9044108)(10650000,10699999)(10650000,10700000)	chr1	10675000	49682	0.133349
(9044109,9093423)(10700000,10749956)(10700000,10750000)	chr1	10725000	49316	-0.001224
(9093424,9136387)(10750334,10799999)(10750000,10800000)	chr1	10775000	42965	-0.014766
(9136388,9184490)(10800000,10849999)(10800000,10850000)	chr1	10825000	48104	0.033722
(9184491,9233721)(10850000,10899999)(10850000,10900000)	chr1	10875000	49232	0.114624
(9233722,9283472)(10900000,10949999)(10900000,10950000)	chr1	10925000	49752	0.081596
(9283473,9332813)(10950000,10999999)(10950000,11000000)	chr1	10975000	49342	0.134697
(9332814,9382411)(11000000,11049999)(11000000,11050000)	chr1	11025000	49599	0.101081
(9382412,9431146)(11050000,11099999)(11050000,11100000)	chr1	11075000	48736	0.137490
(9431147,9480835)(11100000,11149999)(11100000,11150000)	chr1	11125000	49690	0.117696
(9480836,9529884)(11150000,11199999)(11150000,11200000)	chr1	11175000	49050	0.125616
(9529885,9579737)(11200000,11249999)(11200000,11250000)	chr1	11225000	49854	0.114460
(9579738,9628833)(11250000,11299999)(11250000,11300000)	chr1	11275000	49097	0.192528
(9628834,9678159)(11300000,11349999)(11300000,11350000)	chr1	11325000	49327	0.025996
(9678160,9728041)(11350000,11399999)(11350000,11400000)	chr1	11375000	49883	0.046916
(9728042,9777336)(11400000,11449999)(11400000,11450000)	chr1	11425000	49296	0.010837
(9777337,9821372)(11450000,11499999)(11450000,11500000)	chr1	11475000	44037	0.042123
(9821373,9871200)(11500000,11549999)(11500000,11550000)	chr1	11525000	49829	0.054048
(9871201,9917169)(11550000,11599999)(11550000,11600000)	chr1	11575000	45970	0.051287
(9917170,9966925)(11600000,11649999)(11600000,11650000)	chr1	11625000	49757	0.029022
(9966926,10016491)(11650000,11699999)(11650000,11700000)	chr1	11675000	49567	0.020036
(10016492,10066075)(11700000,11749999)(11700000,11750000)	chr1	11725000	49585	0.035105
(10066076,10115610)(11750000,11799999)(11750000,11800000)	chr1	11775000	49536	0.001120
(10115611,10165209)(11800000,11849999)(11800000,11850000)	chr1	11825000	49600	0.095294
(10165210,10214625)(11850000,11899999)(11850000,11900000)	chr1	11875000	49417	0.086031
(10214626,10264134)(11900000,11949999)(11900000,11950000)	chr1	11925000	49510	-0.008451
(10264135,10313991)(11950000,11999999)(11950000,12000000)	chr1	11975000	49858	0.019015
(10313992,10363186)(12000000,12049999)(12000000,12050000)	chr1	12025000	49196	0.055164
(10363187,10413035)(12050000,12099999)(12050000,12100000)	chr1	12075000	49850	0.096471
(10413036,10459014)(12100000,12149999)(12100000,12150000)	chr1	12125000	45980	0.094221
(10459015,10508856)(12150000,12199999)(12150000,12200000)	chr1	12175000	49843	0.029665
(10508857,10558537)(12200000,12249999)(12200000,12250000)	chr1	12225000	49682	0.061000
(10558538,10608263)(12250000,12299999)(12250000,12300000)	chr1	12275000	49727	0.027940
(10608264,10658069)(12300000,12349999)(12300000,12350000)	chr1	12325000	49807	0.033057
(10658070,10707535)(12350000,12399999)(12350000,12400000)	chr1	12375000	49467	0.018228
(10707536,10757337)(12400000,12449999)(12400000,12450000)	chr1	12425000	49803	0.028427
(10757338,10807208)(12450000,12499999)(12450000,12500000)	chr1	12475000	49872	0.082056
(10807209,10856815)(12500000,12549999)(12500000,12550000)	chr1	12525000	49608	0.095643
(10856816,10906160)(12550000,12599999)(12550000,12600000)	chr1	12575000	49346	0.017633
(10906161,10955944)(12600000,12649999)(12600000,12650000)	chr1	12625000	49785	0.093894
(10955945,11005567)(12650000,12699999)(12650000,12700000)	chr1	12675000	49624	0.102117
(11005568,11055349)(12700000,12749999)(12700000,12750000)	chr1	12725000	49783	0.039410
(11055350,11104253)(12750000,12799999)(12750000,12800000)	chr1	12775000	48905	0.142207
(11104254,11152898)(12800000,12849999)(12800000,12850000)	chr1	12825000	48646	0.087987
(11152899,11202338)(12850000,12899999)(12850000,12900000)	chr1	12875000	49441	0.043485
(11202339,11252119)(12900000,12949999)(12900000,12950000)	chr1	12925000	49782	0.057228
(11252120,11301783)(12950000,12999999)(12950000,13000000)	chr1	12975000	49665	0.026787
(11301784,11350383)(13000000,13049999)(13000000,13050000)	chr1	13025000	48601	0.101988
(11350384,11400229)(13050000,13099999)(13050000,13100000)	chr1	13075000	49847	0.105388
(11400230,11450115)(13100000,13149999)(13100000,13150000)	chr1	13125000	49887	0.209138
(11450116,11499307)(13150000,13199999)(13150000,13200000)	chr1	13175000	49193	0.155257
(11499308,11548605)(13200000,13249999)(13200000,13250000)	chr1	13225000	49299	0.029569
(11548606,11597713)(13250000,13299999)(13250000,13300000)	chr1	13275000	49109	0.114250
(11597714,11647429)(13300000,13349999)(13300000,13350000)	chr1	13325000	49717	0.089857
(11647430,11697385)(13350000,13399999)(13350000,13400000)	chr1	13375000	49957	0.079068
(11697386,11745462)(13400000,13449618)(13400000,13450000)	chr1	13425000	48078	0.083812
(11745463,11789055)(13450570,13499999)(13450000,13500000)	chr1	13475000	43594	0.029932
(11789056,11838911)(13500000,13549999)(13500000,13550000)	chr1	13525000	49857	0.067624
(11838912,11888785)(13550000,13599999)(13550000,13600000)	chr1	13575000	49875	0.074242
(11888786,11938761)(13600000,13649999)(13600000,13650000)	chr1	13625000	49977	0.112740
(11938762,11988566)(13650000,13699999)(13650000,13700000)	chr1	13675000	49806	0.088145
(11988567,12038282)(13700000,13749999)(13700000,13750000)	chr1	13725000	49717	0.049340
(12038283,12087975)(13750000,13799999)(13750000,13800000)	chr1	13775000	49694	0.041686
(12087976,12137047)(13800000,13849999)(13800000,13850000)	chr1	13825000	49073	0.020249
(12137048,12186193)(13850000,13899999)(13850000,13900000)	chr1	13875000	49147	0.026520
(12186194,12235464)(13900000,13949999)(13900000,13950000)	chr1	13925000	49272	0.016676
(12235465,12285051)(13950000,13999999)(13950000,14000000)	chr1	13975000	49588	0.014343
(12285052,12334815)(14000000,14049999)(14000000,14050000)	chr1	14025000	49765	0.018572
(12334816,12382845)(14050000,14099999)(14050000,14100000)	chr1	14075000	48031	0.148139
(12382846,12432421)(14100000,14149999)(14100000,14150000)	chr1	14125000	49577	0.078294
(12432422,12481299)(14150000,14199999)(14150000,14200000)	chr1	14175000	48879	0.091893
(12481300,12531095)(14200000,14249999)(14200000,14250000)	chr1	14225000	49797	0.206360
(12531096,12574514)(14250000,14299999)(14250000,14300000)	chr1	14275000	43420	0.082607
(12574515,12624435)(14300000,14349999)(14300000,14350000)	chr1	14325000	49922	0.019428
(12624436,12674294)(14350000,14399999)(14350000,14400000)	chr1	14375000	49860	0.146448
(12674295,12723935)(14400000,14449999)(14400000,14450000)	chr1	14425000	49642	0.279478
(12723936,12773732)(14450000,14499999)(14450000,14500000)	chr1	14475000	49798	0.053683
(12773733,12822563)(14500000,14549999)(14500000,14550000)	chr1	14525000	48832	0.084962
(12822564,12872317)(14550000,14599999)(14550000,14600000)	chr1	14575000	49755	0.102804
(12872318,12921784)(14600000,14649999)(14600000,14650000)	chr1	14625000	49468	0.105611
(12921785,12971419)(14650000,14699999)(14650000,14700000)	chr1	14675000	49636	0.041172
(12971420,13021225)(14700000,14749999)(14700000,14750000)	chr1	14725000	49807	0.059447
(13021226,13070763)(14750000,14799999)(14750000,14800000)	chr1	14775000	49539	0.072104
(13070764,13119652)(14800000,14849999)(14800000,14850000)	chr1	14825000	48890	0.099448
(13119653,13169511)(14850000,14899999)(14850000,14900000)	chr1	14875000	49860	0.015674
(13169512,13219117)(14900000,14949999)(14900000,14950000)	chr1	14925000	49607	0.074187
(13219118,13269076)(14950000,14999999)(14950000,15000000)	chr1	14975000	49960	0.139421
(13269077,13318855)(15000000,15049999)(15000000,15050000)	chr1	15025000	49780	0.198052
(13318856,13368618)(15050000,15099999)(15050000,15100000)	chr1	15075000	49764	0.261837
(13368619,13417668)(15100000,15149999)(15100000,15150000)	chr1	15125000	49051	0.037367
(13417669,13467501)(15150000,15199999)(15150000,15200000)	chr1	15175000	49834	0.077371
(13467502,13516170)(15200000,15249999)(15200000,15250000)	chr1	15225000	48670	0.133527
(13516171,13566122)(15250000,15299999)(15250000,15300000)	chr1	15275000	49953	0.168918
(13566123,13615906)(15300000,15349999)(15300000,15350000)	chr1	15325000	49785	0.060128
(13615907,13665579)(15350000,15399999)(15350000,15400000)	chr1	15375000	49674	0.109880
(13665580,13714499)(15400000,15449999)(15400000,15450000)	chr1	15425000	48921	0.013971
(13714500,13763863)(15450000,15499999)(15450000,15500000)	chr1	15475000	49365	0.037295
(13763864,13813621)(15500000,15549999)(15500000,15550000)	chr1	15525000	49759	0.183547
(13813622,13863494)(15550000,15599999)(15550000,15600000)	chr1	15575000	49874	0.182415
(13863495,13912887)(15600000,15649999)(15600000,15650000)	chr1	15625000	49394	0.241232
(13912888,13961791)(15650000,15699999)(15650000,15700000)	chr1	15675000	48905	0.308680
(13961792,14011356)(15700000,15749999)(15700000,15750000)	chr1	15725000	49566	0.154604
(14011357,14061135)(15750000,15799999)(15750000,15800000)	chr1	15775000	49780	0.119494
(14061136,14104020)(15800000,15849999)(15800000,15850000)	chr1	15825000	42886	0.136685
(14104021,14152655)(15850000,15899999)(15850000,15900000)	chr1	15875000	48636	0.076700
(14152656,14202578)(15900000,15949999)(15900000,15950000)	chr1	15925000	49924	0.103096
(14202579,14252535)(15950000,15999999)(15950000,16000000)	chr1	15975000	49958	0.066471
(14252536,14302320)(16000000,16049999)(16000000,16050000)	chr1	16025000	49786	0.006848
(14302321,14352135)(16050000,16099999)(16050000,16100000)	chr1	16075000	49816	0.010071
(14352136,14401811)(16100000,16149999)(16100000,16150000)	chr1	16125000	49677	0.061094
