region	chr	midPos	Nsites
(736095,776256)(2800002,2849999)(2800000,2850000)	chr1	2825000	40163	0.087356
(776257,820316)(2850000,2899999)(2850000,2900000)	chr1	2875000	44061	0.079871
(820317,864817)(2900000,2949999)(2900000,2950000)	chr1	2925000	44502	0.114912
(864818,897934)(2950000,2999768)(2950000,3000000)	chr1	2975000	33118	0.090745
(897935,938482)(3000075,3049999)(3000000,3050000)	chr1	3025000	40549	0.110715
(938483,978936)(3050000,3099999)(3050000,3100000)	chr1	3075000	40455	0.087236
(978937,1019415)(3100000,3149999)(3100000,3150000)	chr1	3125000	40480	0.137078
(1019416,1062379)(3150000,3199998)(3150000,3200000)	chr1	3175000	42965	0.111927
(1062380,1101016)(3200001,3247636)(3200000,3250000)	chr1	3225000	38638	0.102285
(1101017,1141746)(3250060,3299994)(3250000,3300000)	chr1	3275000	40731	0.114869
(1141747,1185808)(3300021,3349998)(3300000,3350000)	chr1	3325000	44063	0.051180
(1185809,1230079)(3350000,3399999)(3350000,3400000)	chr1	3375000	44272	0.076319
(1230080,1274895)(3400000,3449999)(3400000,3450000)	chr1	3425000	44817	0.095368
(1274896,1317507)(3450000,3499999)(3450000,3500000)	chr1	3475000	42613	0.087405
(1317508,1359490)(3500000,3549999)(3500000,3550000)	chr1	3525000	41984	0.084352
(1359491,1403840)(3550000,3599999)(3550000,3600000)	chr1	3575000	44351	0.127534
(1403841,1445771)(3600000,3649999)(3600000,3650000)	chr1	3625000	41932	0.174814
(1445772,1490210)(3650000,3699999)(3650000,3700000)	chr1	3675000	44440	0.060450
(1490211,1533437)(3700000,3749999)(3700000,3750000)	chr1	3725000	43228	0.127098
(1533438,1576902)(3750000,3799999)(3750000,3800000)	chr1	3775000	43466	0.199211
(1576903,1621000)(3800000,3849999)(3800000,3850000)	chr1	3825000	44099	0.156466
(1621001,1663978)(3850000,3899999)(3850000,3900000)	chr1	3875000	42979	0.036575
(1663979,1705152)(3900000,3949999)(3900000,3950000)	chr1	3925000	41175	0.072602
(1705153,1748294)(3950000,3999999)(3950000,4000000)	chr1	3975000	43143	0.056128
(1748295,1791797)(4000000,4049999)(4000000,4050000)	chr1	4025000	43504	0.050326
(1791798,1837660)(4050000,4099999)(4050000,4100000)	chr1	4075000	45864	0.107679
(1837661,1877921)(4100000,4149999)(4100000,4150000)	chr1	4125000	40262	0.105419
(1877922,1918692)(4150000,4199999)(4150000,4200000)	chr1	4175000	40772	0.084818
(1918693,1962940)(4200000,4249999)(4200000,4250000)	chr1	4225000	44249	0.088081
(1962941,2004984)(4250000,4299999)(4250000,4300000)	chr1	4275000	42045	0.096928
(2004985,2048096)(4300000,4349999)(4300000,4350000)	chr1	4325000	43113	0.094884
(2048097,2091713)(4350000,4399999)(4350000,4400000)	chr1	4375000	43618	0.059589
(2091714,2134996)(4400000,4449999)(4400000,4450000)	chr1	4425000	43284	0.089379
(2134997,2178478)(4450000,4499999)(4450000,4500000)	chr1	4475000	43483	0.074993
(2178479,2218167)(4500000,4549999)(4500000,4550000)	chr1	4525000	39690	0.090191
(2218168,2258460)(4550000,4599999)(4550000,4600000)	chr1	4575000	40294	0.063283
(2258461,2296442)(4600000,4649999)(4600000,4650000)	chr1	4625000	37983	0.137545
(2296443,2339048)(4650000,4699999)(4650000,4700000)	chr1	4675000	42607	0.087126
(2339049,2381690)(4700000,4749999)(4700000,4750000)	chr1	4725000	42643	0.108633
(2381691,2425866)(4750000,4799998)(4750000,4800000)	chr1	4775000	44177	0.090203
(2425867,2470382)(4800001,4849999)(4800000,4850000)	chr1	4825000	44517	0.137348
(2470383,2513327)(4850000,4899999)(4850000,4900000)	chr1	4875000	42946	0.080266
(2513328,2558687)(4900000,4949999)(4900000,4950000)	chr1	4925000	45361	0.050657
(2558688,2603032)(4950000,4999999)(4950000,5000000)	chr1	4975000	44346	0.053945
(2603033,2648101)(5000000,5049999)(5000000,5050000)	chr1	5025000	45070	0.062160
(2648102,2691405)(5050000,5099999)(5050000,5100000)	chr1	5075000	43305	0.066584
(2691406,2732382)(5100000,5149999)(5100000,5150000)	chr1	5125000	40978	0.131306
(2732383,2775818)(5150000,5199999)(5150000,5200000)	chr1	5175000	43437	0.102066
(2775819,2821527)(5200000,5249999)(5200000,5250000)	chr1	5225000	45710	0.146650
(2821528,2866665)(5250000,5299999)(5250000,5300000)	chr1	5275000	45139	0.079517
(2866666,2907404)(5300000,5349941)(5300000,5350000)	chr1	5325000	40740	0.056247
(2907405,2950194)(5350000,5399955)(5350000,5400000)	chr1	5375000	42791	0.091575
(2950195,2992281)(5400190,5449999)(5400000,5450000)	chr1	5425000	42088	0.092524
(2992282,3034843)(5450000,5499999)(5450000,5500000)	chr1	5475000	42563	0.076649
(3034844,3079839)(5500000,5549999)(5500000,5550000)	chr1	5525000	44997	0.063223
(3079840,3120430)(5550000,5598676)(5550000,5600000)	chr1	5575000	40592	0.075969
(3120431,3165762)(5600043,5649999)(5600000,5650000)	chr1	5625000	45333	0.173128
(3165763,3210337)(5650000,5699999)(5650000,5700000)	chr1	5675000	44576	0.175692
(3210338,3247305)(5700000,5749999)(5700000,5750000)	chr1	5725000	36969	0.135397
(3247306,3290473)(5750000,5799999)(5750000,5800000)	chr1	5775000	43169	0.124332
(3290474,3334743)(5800000,5849999)(5800000,5850000)	chr1	5825000	44271	0.079135
(3334744,3379368)(5850000,5899999)(5850000,5900000)	chr1	5875000	44626	0.094085
(3379369,3425464)(5900000,5949999)(5900000,5950000)	chr1	5925000	46097	0.049235
(3425465,3472366)(5950000,5999999)(5950000,6000000)	chr1	5975000	46903	0.151334
(3472367,3510540)(6000000,6049999)(6000000,6050000)	chr1	6025000	38175	0.108776
(3510541,3556213)(6050000,6099999)(6050000,6100000)	chr1	6075000	45674	0.115982
(3556214,3600969)(6100000,6149999)(6100000,6150000)	chr1	6125000	44757	0.167896
(3600970,3645321)(6150000,6199999)(6150000,6200000)	chr1	6175000	44353	0.081017
(3645322,3691255)(6200000,6249999)(6200000,6250000)	chr1	6225000	45935	0.121389
(3691256,3735329)(6250000,6299999)(6250000,6300000)	chr1	6275000	44075	0.099611
(3735330,3779746)(6300001,6349999)(6300000,6350000)	chr1	6325000	44418	0.090959
(3779747,3826332)(6350000,6399999)(6350000,6400000)	chr1	6375000	46587	0.118568
(3826333,3871770)(6400000,6449999)(6400000,6450000)	chr1	6425000	45439	0.109527
(3871771,3917861)(6450000,6499999)(6450000,6500000)	chr1	6475000	46092	0.069796
(3917862,3962840)(6500000,6549999)(6500000,6550000)	chr1	6525000	44980	0.062658
(3962841,4005289)(6550000,6599999)(6550000,6600000)	chr1	6575000	42450	0.061161
(4005290,4047187)(6600000,6649999)(6600000,6650000)	chr1	6625000	41899	0.060621
(4047188,4090420)(6650000,6699999)(6650000,6700000)	chr1	6675000	43234	0.105874
(4090421,4135412)(6700000,6749999)(6700000,6750000)	chr1	6725000	44993	0.086215
(4135413,4179907)(6750000,6799998)(6750000,6800000)	chr1	6775000	44496	0.068783
(4179908,4224964)(6800000,6849999)(6800000,6850000)	chr1	6825000	45058	0.079975
(4224965,4269893)(6850000,6899999)(6850000,6900000)	chr1	6875000	44930	0.086247
(4269894,4313231)(6900000,6949999)(6900000,6950000)	chr1	6925000	43339	0.068012
(4313232,4357285)(6950000,6999999)(6950000,7000000)	chr1	6975000	44055	0.117322
(4357286,4401216)(7000000,7049999)(7000000,7050000)	chr1	7025000	43932	0.105857
(4401217,4446612)(7050000,7099999)(7050000,7100000)	chr1	7075000	45397	0.142694
(4446613,4492068)(7100000,7149999)(7100000,7150000)	chr1	7125000	45457	0.142884
(4492069,4536965)(7150001,7199999)(7150000,7200000)	chr1	7175000	44898	0.185043
(4536966,4581042)(7200000,7249999)(7200000,7250000)	chr1	7225000	44078	0.148477
(4581043,4624071)(7250000,7299999)(7250000,7300000)	chr1	7275000	43030	0.111770
(4624072,4668593)(7300000,7349999)(7300000,7350000)	chr1	7325000	44523	0.136169
(4668594,4712917)(7350000,7399996)(7350000,7400000)	chr1	7375000	44325	0.126624
(4712918,4757113)(7400006,7449999)(7400000,7450000)	chr1	7425000	44197	0.089765
(4757114,4802933)(7450000,7499999)(7450000,7500000)	chr1	7475000	45821	0.065125
(4802934,4845156)(7500000,7549999)(7500000,7550000)	chr1	7525000	42224	0.073523
(4845157,4884434)(7550004,7599999)(7550000,7600000)	chr1	7575000	39279	0.140796
(4884435,4928036)(7600000,7649998)(7600000,7650000)	chr1	7625000	43603	0.052234
(4928037,4972391)(7650008,7699999)(7650000,7700000)	chr1	7675000	44356	0.046544
(4972392,5013751)(7700000,7749999)(7700000,7750000)	chr1	7725000	41361	0.069936
(5013752,5057690)(7750000,7799999)(7750000,7800000)	chr1	7775000	43940	0.062666
(5057691,5098249)(7800000,7849999)(7800000,7850000)	chr1	7825000	40560	0.031783
(5098250,5142703)(7850000,7899999)(7850000,7900000)	chr1	7875000	44455	0.085445
(5142704,5186478)(7900000,7949999)(7900000,7950000)	chr1	7925000	43776	0.107390
(5186479,5230440)(7950000,7999999)(7950000,8000000)	chr1	7975000	43963	0.110139
(5230441,5274082)(8000000,8049999)(8000000,8050000)	chr1	8025000	43643	0.139340
(5274083,5315544)(8050001,8099999)(8050000,8100000)	chr1	8075000	41463	0.124518
(5315545,5351247)(8100000,8149164)(8100000,8150000)	chr1	8125000	35704	0.099323
(5351248,5389325)(8151506,8199999)(8150000,8200000)	chr1	8175000	38079	0.129088
(5389326,5432117)(8200000,8249999)(8200000,8250000)	chr1	8225000	42793	0.107864
(5432118,5474223)(8250000,8299999)(8250000,8300000)	chr1	8275000	42107	0.122421
(5474224,5517471)(8300000,8349999)(8300000,8350000)	chr1	8325000	43249	0.137209
(5517472,5557661)(8350000,8394572)(8350000,8400000)	chr1	8375000	40191	0.096607
(5557662,5594963)(8400895,8449999)(8400000,8450000)	chr1	8425000	37303	0.073961
(5594964,5638386)(8450000,8499999)(8450000,8500000)	chr1	8475000	43424	0.089324
(5638387,5682400)(8500000,8549999)(8500000,8550000)	chr1	8525000	44015	0.220569
(5682401,5727334)(8550000,8599999)(8550000,8600000)	chr1	8575000	44935	0.224993
(5727335,5772766)(8600000,8649999)(8600000,8650000)	chr1	8625000	45433	0.249696
(5772767,5817177)(8650000,8699870)(8650000,8700000)	chr1	8675000	44412	0.284820
(5817178,5860658)(8700202,8749999)(8700000,8750000)	chr1	8725000	43482	0.086252
(5860659,5903930)(8750000,8799999)(8750000,8800000)	chr1	8775000	43273	0.075045
(5903931,5947399)(8800000,8849999)(8800000,8850000)	chr1	8825000	43470	0.078356
(5947400,5991931)(8850000,8899999)(8850000,8900000)	chr1	8875000	44533	0.138956
(5991932,6035155)(8900000,8949999)(8900000,8950000)	chr1	8925000	43225	0.178804
(6035156,6055672)(8950000,8984767)(8950000,9000000)	chr1	8975000	20518	0.132120
(6055673,6060862)(9000832,9049999)(9000000,9050000)	chr1	9025000	5191	0.115002
(6060863,6102963)(9050000,9099999)(9050000,9100000)	chr1	9075000	42102	0.100483
(6102964,6148337)(9100000,9149999)(9100000,9150000)	chr1	9125000	45375	0.075466
(6148338,6194877)(9150000,9199999)(9150000,9200000)	chr1	9175000	46541	0.054028
(6194878,6233929)(9200000,9249999)(9200000,9250000)	chr1	9225000	39053	0.038061
(6233930,6278825)(9250000,9299999)(9250000,9300000)	chr1	9275000	44897	0.071422
(6278826,6321461)(9300000,9349999)(9300000,9350000)	chr1	9325000	42637	0.116987
(6321462,6361011)(9350000,9399999)(9350000,9400000)	chr1	9375000	39551	0.130446
(6361012,6405994)(9400000,9449999)(9400000,9450000)	chr1	9425000	44984	0.050448
(6405995,6443374)(9450000,9499999)(9450000,9500000)	chr1	9475000	37381	0.032582
(6443375,6487480)(9500000,9549999)(9500000,9550000)	chr1	9525000	44107	0.056893
(6487481,6531503)(9550000,9599999)(9550000,9600000)	chr1	9575000	44024	0.059476
(6531504,6576271)(9600000,9649999)(9600000,9650000)	chr1	9625000	44769	0.083935
(6576272,6620066)(9650000,9699999)(9650000,9700000)	chr1	9675000	43796	0.102153
(6620067,6664233)(9700000,9749999)(9700000,9750000)	chr1	9725000	44168	0.104773
(6664234,6708808)(9750000,9799999)(9750000,9800000)	chr1	9775000	44576	0.098621
(6708809,6751736)(9800000,9849999)(9800000,9850000)	chr1	9825000	42929	0.034111
(6751737,6795513)(9850000,9899999)(9850000,9900000)	chr1	9875000	43778	0.105901
(6795514,6840684)(9900000,9949999)(9900000,9950000)	chr1	9925000	45172	0.100017
(6840685,6886842)(9950000,9999999)(9950000,10000000)	chr1	9975000	46159	0.080063
(6886843,6927342)(10000004,10049999)(10000000,10050000)	chr1	10025000	40501	0.057934
(6927343,6972668)(10050000,10099854)(10050000,10100000)	chr1	10075000	45327	0.078472
(6972669,7017905)(10100272,10149999)(10100000,10150000)	chr1	10125000	45238	0.071473
(7017906,7056838)(10150000,10199999)(10150000,10200000)	chr1	10175000	38934	0.094913
(7056839,7098804)(10200000,10249999)(10200000,10250000)	chr1	10225000	41967	0.082441
(7098805,7142844)(10250000,10299999)(10250000,10300000)	chr1	10275000	44041	0.139478
(7142845,7188960)(10300000,10349999)(10300000,10350000)	chr1	10325000	46117	0.153362
(7188961,7234523)(10350000,10399999)(10350000,10400000)	chr1	10375000	45564	0.242551
(7234524,7280333)(10400000,10449999)(10400000,10450000)	chr1	10425000	45811	0.116956
(7280334,7326839)(10450000,10499999)(10450000,10500000)	chr1	10475000	46507	0.080430
(7326840,7366550)(10500000,10549999)(10500000,10550000)	chr1	10525000	39712	0.104839
(7366551,7411920)(10550000,10599999)(10550000,10600000)	chr1	10575000	45371	0.100763
(7411921,7457128)(10600000,10649999)(10600000,10650000)	chr1	10625000	45209	0.110618
(7457129,7501065)(10650000,10699998)(10650000,10700000)	chr1	10675000	43938	0.121527
(7501066,7543442)(10700000,10749798)(10700000,10750000)	chr1	10725000	42378	0.066408
(7543443,7582407)(10750382,10799999)(10750000,10800000)	chr1	10775000	38966	0.101960
(7582408,7622992)(10800000,10849998)(10800000,10850000)	chr1	10825000	40586	0.087370
(7622993,7666853)(10850000,10899999)(10850000,10900000)	chr1	10875000	43862	0.110527
(7666854,7712458)(10900000,10949999)(10900000,10950000)	chr1	10925000	45606	0.093042
(7712459,7758281)(10950000,10999999)(10950000,11000000)	chr1	10975000	45824	0.140967
(7758282,7803075)(11000000,11049999)(11000000,11050000)	chr1	11025000	44795	0.105335
(7803076,7846415)(11050000,11099999)(11050000,11100000)	chr1	11075000	43341	0.106012
(7846416,7892080)(11100000,11149999)(11100000,11150000)	chr1	11125000	45666	0.101828
(7892081,7935338)(11150000,11199999)(11150000,11200000)	chr1	11175000	43259	0.122961
(7935339,7981925)(11200000,11249999)(11200000,11250000)	chr1	11225000	46588	0.120270
(7981926,8026059)(11250000,11299999)(11250000,11300000)	chr1	11275000	44135	0.118538
(8026060,8071179)(11300000,11349969)(11300000,11350000)	chr1	11325000	45121	0.153704
(8071180,8116963)(11350035,11399999)(11350000,11400000)	chr1	11375000	45785	0.139926
(8116964,8161117)(11400000,11449999)(11400000,11450000)	chr1	11425000	44155	0.078615
(8161118,8199947)(11450000,11499999)(11450000,11500000)	chr1	11475000	38831	0.098573
(8199948,8246225)(11500000,11549999)(11500000,11550000)	chr1	11525000	46279	0.079583
(8246226,8286973)(11550000,11599999)(11550000,11600000)	chr1	11575000	40749	0.055381
(8286974,8333110)(11600000,11649999)(11600000,11650000)	chr1	11625000	46138	0.093683
(8333111,8375900)(11650000,11699999)(11650000,11700000)	chr1	11675000	42791	0.145111
(8375901,8419731)(11700000,11749999)(11700000,11750000)	chr1	11725000	43832	0.094236
(8419732,8464698)(11750000,11799999)(11750000,11800000)	chr1	11775000	44968	0.107710
(8464699,8509287)(11800000,11849999)(11800000,11850000)	chr1	11825000	44590	0.102858
(8509288,8553869)(11850000,11899999)(11850000,11900000)	chr1	11875000	44583	0.076993
(8553870,8597200)(11900000,11949999)(11900000,11950000)	chr1	11925000	43332	0.150122
(8597201,8642322)(11950000,11999997)(11950000,12000000)	chr1	11975000	45123	0.217986
(8642323,8685277)(12000000,12049999)(12000000,12050000)	chr1	12025000	42956	0.159572
(8685278,8729301)(12050000,12099999)(12050000,12100000)	chr1	12075000	44025	0.261700
(8729302,8768039)(12100000,12149999)(12100000,12150000)	chr1	12125000	38739	0.200289
(8768040,8812589)(12150000,12199903)(12150000,12200000)	chr1	12175000	44551	0.041706
(8812590,8856885)(12200023,12249999)(12200000,12250000)	chr1	12225000	44297	0.089712
(8856886,8901196)(12250000,12299999)(12250000,12300000)	chr1	12275000	44312	0.074658
(8901197,8945886)(12300000,12349999)(12300000,12350000)	chr1	12325000	44691	0.081732
(8945887,8990423)(12350000,12399999)(12350000,12400000)	chr1	12375000	44538	0.087560
(8990424,9035459)(12400000,12449995)(12400000,12450000)	chr1	12425000	45037	0.174096
(9035460,9080371)(12450008,12499999)(12450000,12500000)	chr1	12475000	44913	0.177629
(9080372,9126173)(12500000,12549999)(12500000,12550000)	chr1	12525000	45803	0.068230
(9126174,9170701)(12550000,12599999)(12550000,12600000)	chr1	12575000	44529	0.065881
(9170702,9215899)(12600000,12649999)(12600000,12650000)	chr1	12625000	45199	0.109050
(9215900,9261046)(12650000,12699999)(12650000,12700000)	chr1	12675000	45148	0.088021
(9261047,9306106)(12700000,12749753)(12700000,12750000)	chr1	12725000	45061	0.102436
(9306107,9349679)(12750018,12799999)(12750000,12800000)	chr1	12775000	43574	0.186788
(9349680,9393661)(12800000,12849999)(12800000,12850000)	chr1	12825000	43983	0.081959
(9393662,9438288)(12850000,12899999)(12850000,12900000)	chr1	12875000	44628	0.112796
(9438289,9483124)(12900000,12949999)(12900000,12950000)	chr1	12925000	44837	0.084710
(9483125,9528597)(12950000,12999999)(12950000,13000000)	chr1	12975000	45474	0.088909
(9528598,9570648)(13000000,13049999)(13000000,13050000)	chr1	13025000	42052	0.129050
(9570649,9617167)(13050000,13099999)(13050000,13100000)	chr1	13075000	46520	0.060451
(9617168,9661888)(13100000,13149999)(13100000,13150000)	chr1	13125000	44722	0.079586
(9661889,9707647)(13150000,13199950)(13150000,13200000)	chr1	13175000	45760	0.104190
(9707648,9750546)(13200195,13249999)(13200000,13250000)	chr1	13225000	42900	0.060400
(9750547,9794240)(13250000,13299999)(13250000,13300000)	chr1	13275000	43695	0.054633
(9794241,9839363)(13300000,13349992)(13300000,13350000)	chr1	13325000	45124	0.055930
(9839364,9885090)(13350019,13399998)(13350000,13400000)	chr1	13375000	45728	0.079788
(9885091,9926775)(13400000,13449455)(13400000,13450000)	chr1	13425000	41686	0.055325
(9926776,9965303)(13450401,13499999)(13450000,13500000)	chr1	13475000	38529	0.074710
(9965304,10009596)(13500000,13549999)(13500000,13550000)	chr1	13525000	44294	0.051997
(10009597,10055134)(13550000,13599999)(13550000,13600000)	chr1	13575000	45539	0.051426
(10055135,10102888)(13600000,13649999)(13600000,13650000)	chr1	13625000	47755	0.116433
(10102889,10148330)(13650000,13699999)(13650000,13700000)	chr1	13675000	45443	0.080809
(10148331,10194346)(13700000,13749999)(13700000,13750000)	chr1	13725000	46017	0.103533
(10194347,10239604)(13750001,13799999)(13750000,13800000)	chr1	13775000	45259	0.127291
(10239605,10286728)(13800000,13849999)(13800000,13850000)	chr1	13825000	47125	0.114252
(10286729,10333137)(13850000,13899999)(13850000,13900000)	chr1	13875000	46410	0.127440
(10333138,10376684)(13900000,13949999)(13900000,13950000)	chr1	13925000	43548	0.062638
(10376685,10422852)(13950000,13999999)(13950000,14000000)	chr1	13975000	46169	0.103603
(10422853,10466524)(14000001,14049999)(14000000,14050000)	chr1	14025000	43673	0.115233
(10466525,10509275)(14050000,14099998)(14050000,14100000)	chr1	14075000	42752	0.066327
(10509276,10553775)(14100138,14149999)(14100000,14150000)	chr1	14125000	44501	0.051440
(10553776,10597271)(14150000,14199999)(14150000,14200000)	chr1	14175000	43497	0.070092
(10597272,10643188)(14200000,14249999)(14200000,14250000)	chr1	14225000	45918	0.110718
(10643189,10682483)(14250000,14299999)(14250000,14300000)	chr1	14275000	39296	0.038417
(10682484,10728073)(14300000,14349999)(14300000,14350000)	chr1	14325000	45591	0.022006
(10728074,10773898)(14350000,14399999)(14350000,14400000)	chr1	14375000	45826	0.033712
(10773899,10818694)(14400000,14449999)(14400000,14450000)	chr1	14425000	44797	0.095230
(10818695,10863464)(14450000,14499999)(14450000,14500000)	chr1	14475000	44771	0.131175
(10863465,10908412)(14500000,14549999)(14500000,14550000)	chr1	14525000	44949	0.084562
(10908413,10952800)(14550000,14599999)(14550000,14600000)	chr1	14575000	44389	0.070438
(10952801,10997392)(14600000,14649872)(14600000,14650000)	chr1	14625000	44593	0.127411
(10997393,11041875)(14650116,14699999)(14650000,14700000)	chr1	14675000	44484	0.045203
(11041876,11086470)(14700000,14749999)(14700000,14750000)	chr1	14725000	44596	0.049992
(11086471,11131781)(14750000,14799999)(14750000,14800000)	chr1	14775000	45312	0.062637
(11131782,11175674)(14800000,14849999)(14800000,14850000)	chr1	14825000	43894	0.067029
(11175675,11220326)(14850000,14899999)(14850000,14900000)	chr1	14875000	44653	0.092974
(11220327,11266137)(14900000,14949999)(14900000,14950000)	chr1	14925000	45812	0.089570
(11266138,11311848)(14950000,14999999)(14950000,15000000)	chr1	14975000	45712	0.131048
(11311849,11357696)(15000000,15049999)(15000000,15050000)	chr1	15025000	45849	0.135456
(11357697,11403704)(15050000,15099999)(15050000,15100000)	chr1	15075000	46009	0.073323
(11403705,11449840)(15100000,15149999)(15100000,15150000)	chr1	15125000	46137	0.064228
(11449841,11495094)(15150000,15199999)(15150000,15200000)	chr1	15175000	45255	0.144490
(11495095,11539909)(15200000,15249999)(15200000,15250000)	chr1	15225000	44816	0.146384
(11539910,11586540)(15250000,15299999)(15250000,15300000)	chr1	15275000	46632	0.101239
(11586541,11631811)(15300000,15349999)(15300000,15350000)	chr1	15325000	45272	0.052934
(11631812,11676866)(15350000,15399999)(15350000,15400000)	chr1	15375000	45056	0.088051
(11676867,11721232)(15400000,15449972)(15400000,15450000)	chr1	15425000	44367	0.168167
(11721233,11766757)(15450273,15499999)(15450000,15500000)	chr1	15475000	45526	0.099512
(11766758,11813159)(15500000,15549999)(15500000,15550000)	chr1	15525000	46403	0.099683
(11813160,11857469)(15550000,15599999)(15550000,15600000)	chr1	15575000	44311	0.092002
(11857470,11900826)(15600000,15649999)(15600000,15650000)	chr1	15625000	43358	0.147785
(11900827,11945023)(15650000,15699999)(15650000,15700000)	chr1	15675000	44198	0.122385
(11945024,11990897)(15700000,15749999)(15700000,15750000)	chr1	15725000	45875	0.088506
(11990898,12036190)(15750000,15799999)(15750000,15800000)	chr1	15775000	45294	0.078311
(12036191,12074660)(15800000,15849999)(15800000,15850000)	chr1	15825000	38471	0.033418
(12074661,12116488)(15850000,15899999)(15850000,15900000)	chr1	15875000	41829	0.040846
(12116489,12161249)(15900000,15949999)(15900000,15950000)	chr1	15925000	44762	0.076115
(12161250,12205425)(15950000,15999999)(15950000,16000000)	chr1	15975000	44177	0.097915
(12205426,12250602)(16000000,16049999)(16000000,16050000)	chr1	16025000	45178	0.073640
(12250603,12296160)(16050000,16099999)(16050000,16100000)	chr1	16075000	45559	0.055536
(12296161,12341704)(16100000,16149999)(16100000,16150000)	chr1	16125000	45545	0.056196
